HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
1226,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,lathami,Glossy black cockatoo,,,,,,,,,,437.0,,,,unknown,medium,low,,,,,,"820,979"
1227,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,atra,Black lory,,,,,,,,,,260.0,,17.5,669,captivity,small,acceptable,,,,,,669
1228,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,sintillata,Yellow-streaked lory,,,,,,,,,,190.0,,19.7,669,captivity,medium,acceptable,,,,,,"669,820"
1229,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,papou,Papuan lorikeet,,,,,,,,,,83.0,,11.3,669,captivity,medium,acceptable,,,,,,"669,820,979"
1230,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina parakeet,,,22.0,,2.5,1.0,,,,100.0,,30.0,445,captivity,small,acceptable,,,,,,445
1231,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,nigra,Black parrot,,,,,,,,,,193.5,,34.1,669,captivity,medium,acceptable,,,,,,"669,820"
1232,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,vasa,Vasa parrot,,,,,,,,,,525.0,,53.9,669,captivity,medium,acceptable,,,,,,"669,820"
1233,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,Patagonian conure,,,,,,,,,,278.0,,19.5,669,captivity,large,acceptable,,,,,,"669,820,979"
1234,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,spixii,Spix's macaw,,,,,,,,,,200.0,,27.0,669,captivity,small,acceptable,,,,,,"669,820"
1235,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,auriceps,Yellow-fronted parakeet,,,,,,,,,,46.0,,9.3,669,captivity,medium,acceptable,,,,,,"669,820"
1236,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Red-fronted parakeet,,,,,,,,,,92.6,,12.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
1237,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Red-fan parrot,,,,,,,,,,246.0,,21.8,575,captivity,medium,acceptable,,,,,,"575,669,820,979"
1238,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,nobilis,Red-shouldered macaw,,,,,,,,,,151.0,,22.9,669,captivity,small,acceptable,,,,,,"669,820"
1239,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,roratus,Eclectus parrot,,,,,,,,,,440.0,0.128,28.5,669,captivity,large,acceptable,,,,,,"669,732,979"
1240,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Enicognathus,leptorhynchus,Slender-billed parakeet,,,,,,,,,,193.0,,15.3,669,captivity,small,acceptable,,,,,,"669,820"
1241,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,Galah,,,,,,,,,,300.0,0.17300000000000001,40.0,575,captivity,large,acceptable,,,1.248,268.7,,"435,575,732,979"
1242,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,bornea,Red lory,,,,,,,,,,156.0,,24.7,669,captivity,medium,acceptable,,,,,,"669,820,979"
1243,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,cyanogenia,Black-winged lory,,,,,,,,,,167.0,,18.1,669,captivity,tiny,acceptable,,,,,,"669,820"
1244,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,histrio,Red-and-blue lory,,,,,,,,,,,,15.2,669,captivity,small,acceptable,,,,,,669
1245,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,reticulata,Blue-streaked lory,,,,,,,,,,,,16.6,669,captivity,medium,acceptable,,,,,,"669,979"
1246,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,squamata,Violet-necked lory,,,,,,,,,,,,16.5,669,captivity,small,acceptable,,,,,,669
1247,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Horned parakeet,,,,,,,,,,130.0,,19.7,575,captivity,small,acceptable,,,,,,"575,820"
1248,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Pacific parrotlet,,,,,,,,,,26.2,,10.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
1249,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,cyanopygius,Mexican parrotlet,,,,,,,,,,33.5,,10.5,669,captivity,small,acceptable,,,,,,"669,820"
1250,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Green-rumped parrotlet,,,,,,,,,,24.0,0.235,11.6,669,captivity,small,acceptable,,,,,,"669,732"
1251,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,xanthops,Yellow-faced parrotlet,,,,,,,,,,,,10.5,669,captivity,small,acceptable,,,,,,669
1252,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,concinna,Musk lorikeet,,,,,,,,,,70.8,,11.5,669,captivity,medium,acceptable,,,,,,"669,820,979"
1253,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,porphyrocephala,Purple-crowned lorikeet,,,,,,,,,,44.0,,12.0,669,captivity,small,acceptable,,,,,,"669,979"
1254,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Short-tailed parrot,,,,,,,,,,159.0,,13.2,669,captivity,small,acceptable,,,,,,"669,820"
1255,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,guarouba,Golden conure,,,,,,,,,,250.0,,23.2,669,captivity,small,acceptable,,,,,,"669,979"
1256,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,galgulus,Blue-crowned hanging parrot,,,,,,,,,,28.0,,14.3,669,captivity,medium,acceptable,,,,,,"669,820,979"
1257,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,philippensis,Colasisi,,,,,,,,,,34.9,,10.1,669,captivity,tiny,acceptable,,,,,,"669,820"
1258,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,vernalis,Vernal hanging parrot,,,,,,,,,,35.7,,10.1,669,captivity,small,acceptable,,,,,,"669,820"
1259,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,domicella,Purple-naped lory,,,,,,,,,,182.0,,26.0,669,captivity,medium,acceptable,,,,,,"669,820"
1260,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,garrulus,Chattering lory,,,,,,,,,,143.0,,26.6,669,captivity,medium,acceptable,,,,,,"669,820,979"
1261,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,Black-capped lory,,,,,,,,,,177.0,,18.5,669,captivity,medium,acceptable,,,,,,"669,820,979"
1262,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Budgerigar,180.0,180.0,18.0,,5.0,,,,,30.0,0.231,21.0,669,captivity,large,high,,,0.3035,25.2,314.15,"62,403,405,425,444,669,732"
1263,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk parakeet,730.0,730.0,31.0,,7.0,2.0,,4.76,,81.7,0.244,22.1,669,captivity,large,acceptable,,,0.5189,80.4,,"425,444,445,669,732"
1264,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,nenday,Nanday parakeet,,,,,,,,,,128.0,,18.7,669,captivity,medium,acceptable,,,,,,"669,820,979"
1265,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,chrysostoma,Blue-winged parrot,,,,,,,,,,46.1,,21.0,669,captivity,small,acceptable,,,,,,"669,820,979"
1266,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,pulchella,Turquoise parrot,,,,,,,,,,41.4,,21.0,669,captivity,medium,acceptable,,,,,,"669,820,979"
1267,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,splendida,Scarlet-chested parrot,,,,,,,,,,38.6,,14.0,669,captivity,medium,acceptable,,,,,,"669,820,979"
1268,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsephotus,bourkii,Bourke's parrot,,,,,,,,,,45.0,,12.6,669,captivity,small,acceptable,,,,,,"669,979"
1269,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,meridionalis,Kaka,,,,,,,,,,429.0,,,,unknown,small,low,,,,,,"669,820,979"
1270,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,notabilis,Kea,,,,,,,,,,867.5,,47.0,669,captivity,medium,acceptable,,,,,,"669,820,979"
1271,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Northiella,haematogaster,Bluebonnet,,,,,,,,,,86.2,,15.3,669,captivity,small,acceptable,,,,,,"669,820,979"
1272,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nymphicus,hollandicus,Cockatiel,,,,,,,,,,90.0,,35.0,669,captivity,large,acceptable,,,,,,"669,979"
1273,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Phigys,solitarius,Collared lory,,,,,,,,,,83.6,,,,unknown,small,low,,,,,,"669,820,979"
1274,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,leucogaster,White-bellied parrot,,,,,,,,,,155.0,,26.0,669,captivity,medium,acceptable,,,,,,"669,820,979"
1275,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,Black-headed parrot,,,,,,,,,,149.0,,22.6,669,captivity,small,acceptable,,,,,,"669,820"
1276,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,pileata,Pileated parrot,,,,,,,,,,119.0,,16.8,669,captivity,tiny,acceptable,,,,,,"669,820"
1277,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,maximiliani,Scaly-headed parrot,,,,,,,,,,293.0,,16.2,669,captivity,medium,acceptable,,,,,,"669,820,979"
1278,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Blue-headed parrot,,,,,,,,,,251.0,,20.6,669,captivity,medium,acceptable,,,,,,"669,820"
1279,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,elegans,Crimson rosella,,,,,,,,,,124.5,,26.8,669,captivity,medium,acceptable,,,,,,"669,820"
1280,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,eximius,Eastern rosella,,,,,,,,,,104.0,,27.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
1281,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,icterotis,Western rosella,,,,,,,,,,63.3,,13.2,669,captivity,small,questionable,,,,,,"669,820,979"
1282,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,venustus,Northern rosella,,,,,,,,,,89.5,,19.1,669,captivity,tiny,acceptable,,,,,,"669,820"
1283,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,cryptoxanthus,Brown-headed parrot,,,,,,,,,,140.0,,32.1,669,captivity,medium,acceptable,,,,,,"669,820"
1284,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,gulielmi,Red-fronted parrot,,,,,,,,,,275.0,,21.0,669,captivity,medium,acceptable,,,,,,"669,820"
1285,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,meyeri,Brown parrot,,,,,,,,,,117.5,,34.2,575,captivity,medium,acceptable,,,,,,"575,820"
1286,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,robustus,Brown-necked parrot,,,,,,,,,,344.0,,29.7,669,captivity,medium,acceptable,,,,,,"669,820,979"
1287,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rueppellii,Ruppel's parrot,,,,,,,,,,116.0,,34.3,669,captivity,small,acceptable,,,,,,"669,820"
1288,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rufiventris,Red-bellied parrot,,,,,,,,,,120.0,,33.4,575,captivity,medium,acceptable,,,,,,"575,820"
1289,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,senegalus,Senegal parrot,,,,,,,,,,155.0,,40.0,669,captivity,large,acceptable,,,,,,669
1290,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,alexandrae,Alexandra's parrot,,,,,,,,,,104.0,,23.9,669,captivity,medium,acceptable,,,,,,"669,820,979"
1291,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,anthopeplus,Regent parrot,,,,,,,,,,170.0,,13.8,669,captivity,medium,acceptable,,,,,,"669,820,979"
1292,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,swainsonii,Superb parrot,,,,,,,,,,153.0,,15.1,669,captivity,medium,acceptable,,,,,,"669,820,979"
1293,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Primolius,maracana,Blue-winged macaw,,,,,,,,,,256.0,,31.0,669,captivity,small,acceptable,,,,,,"669,820,979"
1294,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Probosciger,aterrimus,Palm cockatoo,,,,,,,,,,841.0,,56.3,669,captivity,medium,acceptable,,,,,,"669,820"
1295,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,personata,Masked shining parrot,,,,,,,,,,,,11.8,669,captivity,small,acceptable,,,,,,669
1296,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,splendens,Crimson shining parrot,,,,,,,,,,,,20.1,669,captivity,small,acceptable,,,,,,669
1297,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,tabuensis,Red shining parrot,,,,,,,,,,232.0,0.162,,,unknown,tiny,low,,,,,,"669,732,820,979"
1298,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,dissimilis,Hooded parrot,,,,,,,,,,55.0,,18.0,669,captivity,small,acceptable,,,,,,669
1299,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,haematonotus,Red-rumped parrot,,,,,,,,,,61.4,,12.2,669,captivity,medium,acceptable,,,,,,"669,820,979"
1300,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,varius,Mulga parrot,,,,,,,,,,61.5,,11.8,669,captivity,small,acceptable,,,,,,"669,820,979"
1301,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pseudeos,fuscata,Dusky lory,,,,,,,,,,149.0,,13.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
1302,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psilopsiagon,aymara,Grey-hooded parakeet,,,,,,,,,,30.0,,8.5,669,captivity,small,acceptable,,,,,,"669,820"
1303,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,alexandri,Red-breasted parakeet,,,,,,,,,,147.0,,23.3,669,captivity,medium,acceptable,,,,,,"669,820"
1304,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,calthropae,Layard's parakeet,,,,,,,,,,,,14.0,669,captivity,small,questionable,,,,,,669
1305,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,columboides,Malabar parakeet,,,,,,,,,,,,,,unknown,small,low,,,,,,669
1306,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,cyanocephala,Plum-headed parakeet,,,,,,,,,,66.0,,18.8,669,captivity,medium,questionable,,,,,,"669,820,979"
1307,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,eupatria,Alexandrine parakeet,,,,,,,,,,255.0,,30.0,669,captivity,medium,acceptable,,,,,,"669,979"
1308,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,krameri,Rose-ringed parakeet,,,,,,,,,,128.0,,34.0,575,captivity,large,acceptable,,,,,,"575,669,979"
1309,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,desmarestii,Large fig parrot,,,,,,,,,,117.0,,14.9,669,captivity,tiny,acceptable,,,,,,"669,820"
1310,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,edwardsii,Edward's fig parrot,,,,,,,,,,,,12.0,669,captivity,small,acceptable,,,,,,"669,979"
1311,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,salvadorii,Salvadori's fig parrot,,,,,,,,,,118.0,,12.0,669,captivity,tiny,acceptable,,,,,,"669,820"
1312,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,erithacus,Grey parrot,,,,,,,,,,333.0,0.128,49.7,669,captivity,large,acceptable,,,,,,"575,669,732,820,821,979,1185"
1313,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,goldiei,Goldie's lorikeet,,,,,,,,,,51.0,,,,unknown,small,low,,,,,,"669,979"
1314,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,iris,Iris lorikeet,,,,,,,,,,,,24.1,669,captivity,small,acceptable,,,,,,"669,979"
1315,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittinus,cyanurus,Blue-rumped parrot,,,,,,,,,,,0.124,10.2,669,captivity,small,questionable,,,,,,"669,732"
1316,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittrichas,fulgidus,Pesquet's parrot,,,,,,,,,,865.0,,25.0,669,captivity,medium,acceptable,,,,,,"669,820,979"
1317,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,spurius,Red-capped parrot,,,,,,,,,,116.0,,15.3,669,captivity,small,acceptable,,,,,,"669,820,979"
1318,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,leucotis,White-eared conure,,,,,,,,,,,,18.5,669,captivity,small,acceptable,,,,,,669
1319,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,perlata,Crimson-bellied parakeet,,,,,,,,,,87.0,,14.3,669,captivity,small,acceptable,,,,,,"669,979"
1320,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,Thick-billed parrot,730.0,730.0,26.0,,3.0,1.0,,,,360.0,,33.0,669,captivity,medium,acceptable,,,,,,"445,669"
1321,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Strigops,habroptila,Kakapo,3650.0,1825.0,30.0,,2.5,,,,,1750.0,,60.0,493,captivity,small,acceptable,,,,,,"492,493,820"
1322,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,megalorynchos,Great-billed parrot,,,,,,,,,,325.0,,23.0,575,captivity,small,acceptable,,,,,,"575,820"
1323,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,sumatranus,Blue-backed parrot,,,,,,,,,,270.5,,14.4,669,captivity,small,acceptable,,,,,,"669,820,979"
1324,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,euteles,Olive-headed lorikeet,,,,,,,,,,73.7,,16.0,669,captivity,small,acceptable,,,,,,"669,820,979"
1325,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,haematodus,Rainbow lorikeet,,,,,,,,,,115.1,,16.1,669,captivity,large,questionable,,,,,,"669,820,979"
1326,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,johnstoniae,Mindanao lorikeet,,,,,,,,,,55.2,,17.8,669,captivity,small,acceptable,,,,,,"669,820,979"
1327,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,ornatus,Ornate lorikeet,,,,,,,,,,,,19.4,669,captivity,medium,acceptable,,,,,,669
1328,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Triclaria,malachitacea,Blue-bellied parrot,,,,,,,,,,90.0,,11.9,669,captivity,tiny,acceptable,,,,,,"669,820"
1329,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,australis,Blue-crowned lorikeet,,,,,,,,,,,,13.6,669,captivity,medium,acceptable,,,,,,"669,979"
1330,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,peruviana,Blue lorikeet,,,,,,,,,,29.0,,18.4,669,captivity,tiny,acceptable,,,,,,"669,820,979"
1331,Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,americana,Greater rhea,426.0,426.0,36.0,,,,,,,23000.0,,,,unknown,medium,low,,,,,,"820,995,1142"
1332,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,Emperor penguin,1825.0,2007.0,,,,,,,,29500.0,,,,unknown,small,low,,,,,,"762,993"
1333,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,King penguin,,,,,,,,,,13036.8,0.124,26.0,575,captivity,large,acceptable,,,25.889,13270.0,,"510,575,732,993"
1334,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,Little penguin,,,39.0,,,,,,,1105.0,,25.6,1300,wild,medium,acceptable,,,,,,"986,1143,1300"
1335,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,papua,Gentoo penguin,730.0,730.0,,,2.0,,,,,5950.0,,,,unknown,medium,low,,,,,,"820,993"
1336,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,demersus,Jackass penguin,,,,,,,,,,3135.0,,27.3,969,wild,large,acceptable,,,,,,"820,969,993"
1337,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,Humboldt penguin,,,,,,,,,,4379.0,,,,unknown,medium,low,,,,,,"820,968,993"
1338,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic penguin,1040.0,1040.0,40.0,,1.0,,,,,4000.0,0.069,30.0,587,wild,medium,acceptable,,,,,,"448,587,588,732"
1339,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern saw-whet owl,365.0,365.0,27.0,,5.5,1.0,,7.5,,117.9,,17.5,,unknown,medium,acceptable,,,0.654,124.0,,"444,445,510"
1340,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,Boreal owl,365.0,365.0,27.0,,5.0,1.0,,9.0,,120.0,,15.9,,unknown,medium,acceptable,,,,,,"444,445,729,1143"
1341,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared owl,365.0,365.0,25.0,,6.0,1.5,,16.0,,406.0,0.098,21.8,,unknown,medium,acceptable,,,,,,"437,444,445,729,732"
1342,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,otus,Long-eared owl,365.0,365.0,27.0,,4.5,1.0,,17.4,,249.7,0.225,27.8,579,wild,small,acceptable,,,0.9540000000000001,252.0,,"435,444,445,579,729,732"
1343,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing owl,365.0,365.0,28.0,,8.0,1.5,,8.9,,150.0,,11.0,427,wild,medium,acceptable,,,,,,"427,437,444,445"
1344,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,noctua,Little owl,365.0,365.0,,,,,,,,169.0,,11.1,450,wild,medium,acceptable,,,,,,"450,729,820"
1345,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,bubo,Eurasian eagle-owl,730.0,730.0,,,,,,,,2686.0,0.12,68.0,543,captivity,large,acceptable,,,,,,"543,729,732,820"
1346,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy owl,730.0,730.0,32.0,,6.0,1.0,,45.0,,2042.5,0.14800000000000002,28.0,445,captivity,small,acceptable,,,4.2244,2026.0,,"1,435,444,445,732,820"
1347,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Great horned owl,730.0,730.0,27.0,,3.0,1.0,,34.7,,1191.2,0.138,29.0,427,wild,medium,acceptable,,,5.2442,1450.0,,"427,435,437,444,445,732,820,1148"
1348,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Eurasian pygmy-owl,365.0,365.0,,,,,,,,65.5,,6.0,450,wild,medium,acceptable,,,,,,"450,729,820,821"
1349,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,asio,Eastern screech-owl,365.0,365.0,29.0,,4.0,1.0,,11.0,,164.1,0.264,20.7,,unknown,medium,acceptable,,,0.586,166.0,,"435,437,444,445,732"
1350,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western screech-owl,365.0,365.0,30.0,,4.0,1.0,,14.05,,205.0,,19.0,445,captivity,small,acceptable,,,,,,"445,579"
1351,Animalia,Chordata,Aves,Strigiformes,Strigidae,Micrathene,whitneyi,Elf owl,365.0,,24.0,,2.0,1.0,,,,41.0,,14.0,445,captivity,small,acceptable,,,0.25943499999999997,45.9,,"425,444,445,820"
1352,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,flammeolus,Flammulated owl,365.0,365.0,22.0,,3.0,1.0,,7.5,,55.5,,8.1,1,wild,medium,acceptable,,,,,,"1,444,445,972"
1353,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,scops,Common or Eurasian scops-owl,365.0,365.0,,,,,,,,92.0,,6.8,450,wild,medium,acceptable,,,,,,"450,729,820"
1354,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,perspicillata,Spectacled owl,,,36.0,,2.0,,,,,770.0,,25.0,448,captivity,medium,acceptable,,,,,,448
1355,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,aluco,Tawny owl,365.0,365.0,,,,,,,,520.0,,22.4,450,wild,medium,acceptable,,,,,,"450,729,1143"
1356,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,nebulosa,Great grey owl,365.0,365.0,30.0,,2.0,1.0,,37.5,,1120.0,,15.9,450,wild,small,acceptable,,,,,,"444,445,450,729,972"
1357,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted owl,365.0,365.0,30.0,,2.0,,,,,588.7,,25.0,1,captivity,small,acceptable,,,2.675,571.0,,"1,435,437,444,445,820"
1358,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,uralensis,Ural owl,365.0,365.0,,,,,,,,784.5,0.106,23.8,450,wild,medium,acceptable,,,,,,"450,729,732,820"
